00028.png;1229;239;1429;343;1;0.650
00029.png;1073;344;1471;627;1;0.535
00030.png;1273;275;1388;335;1;0.999
00030.png;1250;329;1561;511;1;0.749
00032.png;1316;193;1483;274;1;0.947
00032.png;1491;215;1750;306;1;0.902
00032.png;1282;270;1741;594;1;0.866
00033.png;631;113;823;339;1;1.000
00034.png;1396;347;1820;545;1;0.961
00034.png;74;492;157;533;1;0.711
00035.png;1380;401;1668;581;1;0.976
00035.png;1397;344;1530;408;1;0.907
00035.png;1537;368;1675;434;1;0.906
00036.png;496;97;757;364;1;0.585
00038.png;1314;378;1748;576;1;1.000
00038.png;1324;282;1517;390;1;0.983
00038.png;1520;304;1747;415;1;0.937
00039.png;780;71;1008;196;1;0.896
00039.png;767;176;995;289;1;0.819
00040.png;1331;371;1657;543;1;0.967
00040.png;1334;219;1660;379;1;0.959
00040.png;220;447;298;505;1;0.814
00040.png;1696;192;1760;240;1;0.792
00040.png;976;7;1088;87;1;0.764
00040.png;752;145;816;181;1;0.694
00041.png;655;68;923;312;1;0.999
00041.png;949;133;1217;315;1;0.377
00042.png;1148;212;1287;286;1;0.939
00042.png;1369;390;1451;457;1;0.665
00042.png;1471;256;1841;409;1;0.661
00042.png;1312;247;1371;291;1;0.588
00043.png;709;73;949;308;1;0.999
00044.png;1282;156;1461;227;1;1.000
00044.png;1269;231;1802;515;1;0.971
00044.png;1507;177;1552;226;1;0.757
00045.png;629;59;883;341;1;0.907
00046.png;1497;246;1656;309;1;1.000
00046.png;1335;318;1655;500;1;0.961
00046.png;1415;16;1489;49;1;0.744
00046.png;1327;239;1494;309;1;0.731
00047.png;1366;331;1686;522;1;0.517
00048.png;1017;453;1228;575;1;0.967
00049.png;477;65;845;360;1;0.849
00049.png;1095;490;1168;540;1;0.784
00049.png;304;48;384;96;1;0.756
00050.png;1107;454;1246;511;1;0.998
00050.png;985;438;1099;493;1;0.993
00050.png;964;490;1242;703;1;0.947
00051.png;1188;569;1400;707;1;0.988
00052.png;859;42;1090;133;1;0.993
00052.png;647;35;853;126;1;0.990
00052.png;1089;250;1168;320;1;0.753
00052.png;609;114;1122;355;1;0.676
00053.png;1111;444;1255;519;1;0.943
00053.png;1257;458;1409;535;1;0.934
00053.png;1333;570;1381;616;1;0.716
00054.png;1105;582;1315;675;1;0.971
00054.png;1097;542;1195;582;1;0.805
00054.png;1190;538;1317;579;1;0.755
00055.png;1443;592;1628;697;1;0.987
00055.png;1450;468;1632;605;1;0.932
00056.png;1456;493;1655;591;1;1.000
00056.png;1282;478;1452;575;1;1.000
00056.png;1275;570;1653;730;1;0.963
00057.png;761;299;870;351;1;0.983
00057.png;879;312;1005;366;1;0.964
00057.png;750;353;1000;489;1;0.940
00058.png;556;208;841;435;1;0.980
00058.png;866;272;1077;436;1;0.882
00059.png;1125;459;1465;696;1;0.987
00059.png;1145;386;1285;459;1;0.967
00059.png;1295;406;1469;482;1;0.941
00060.png;772;163;899;226;1;0.959
00060.png;753;226;1106;428;1;0.922
00060.png;910;183;1111;255;1;0.908
00061.png;437;150;791;415;1;0.988
00061.png;1842;256;1920;286;1;0.725
00061.png;52;631;112;686;1;0.627
00061.png;1146;676;1199;737;1;0.568
00062.png;830;231;1011;410;1;1.000
00062.png;578;156;795;407;1;0.995
00062.png;831;162;1008;230;1;0.988
00062.png;793;320;832;361;1;0.435
00063.png;1025;189;1352;430;1;0.809
00063.png;849;202;962;241;1;0.662
00063.png;1012;117;1327;198;1;0.512
00064.png;619;158;950;433;1;0.911
00065.png;516;181;855;426;1;0.910
00065.png;911;264;1117;432;1;0.815
00065.png;319;282;428;359;1;0.745
00065.png;915;196;1118;256;1;0.449
00066.png;801;55;1027;164;1;0.893
00066.png;1029;92;1313;210;1;0.857
00066.png;776;142;1307;413;1;0.841
00067.png;1332;606;1405;683;1;0.939
00067.png;949;161;1097;237;1;0.920
00067.png;925;225;1310;469;1;0.863
00067.png;1098;183;1317;270;1;0.850
00067.png;177;527;276;619;1;0.798
00067.png;441;98;902;415;1;0.681
00068.png;322;129;875;427;1;0.625
00069.png;744;389;910;547;1;0.971
00069.png;919;435;1110;485;1;0.584
00070.png;584;131;903;432;1;0.953
00070.png;934;308;1254;426;1;0.874
00070.png;917;225;1269;316;1;0.614
00070.png;1788;573;1892;668;1;0.527
00071.png;1500;337;1590;432;1;0.628
00074.png;1393;309;1568;376;1;0.999
00074.png;1216;301;1382;370;1;0.999
00074.png;1212;374;1577;533;1;0.943
00076.png;1199;328;1545;534;1;0.958
00077.png;1333;217;1417;252;1;0.717
00083.png;1465;330;1740;480;1;0.937
00083.png;407;239;454;288;1;0.753
00083.png;1513;48;1608;97;1;0.727
00084.png;1414;110;1579;174;1;1.000
00084.png;1344;616;1410;640;1;0.976
00084.png;1576;99;1862;173;1;0.950
00084.png;1418;181;1853;417;1;0.937
00084.png;1513;621;1653;660;1;0.572
00085.png;1271;346;1634;514;1;0.966
00085.png;1552;298;1607;321;1;0.654
00085.png;1259;307;1363;367;1;0.616
00085.png;1383;304;1432;350;1;0.567
00086.png;1251;272;1413;338;1;1.000
00086.png;1424;277;1620;355;1;0.968
00086.png;1238;342;1617;530;1;0.925
00087.png;1322;378;1425;500;1;0.987
00087.png;883;219;1118;372;1;0.953
00087.png;887;165;997;216;1;0.798
00087.png;991;175;1129;228;1;0.714
00088.png;663;153;905;370;1;0.993
00089.png;1360;363;1635;504;1;0.988
00090.png;1653;188;1811;241;1;1.000
00090.png;1483;184;1641;237;1;1.000
00090.png;1477;245;1809;510;1;0.949
00091.png;856;102;951;148;1;0.807
00091.png;944;85;1094;136;1;0.720
00091.png;1020;199;1089;257;1;0.708
00091.png;904;203;992;242;1;0.471
00091.png;894;148;978;188;1;0.438
00092.png;749;149;891;189;1;0.970
00092.png;540;73;644;143;1;0.733
00093.png;787;233;1069;364;1;0.934
00094.png;1214;165;1385;314;1;0.981
00094.png;1199;112;1390;166;1;0.595
00094.png;815;212;1049;292;1;0.460
00095.png;1379;277;1591;359;1;0.931
00095.png;1594;277;1820;359;1;0.905
00095.png;1719;422;1794;502;1;0.612
00096.png;1525;229;1646;277;1;0.987
00096.png;1421;280;1650;372;1;0.772
00096.png;1412;236;1521;287;1;0.661
00097.png;788;117;1082;344;1;0.817
00098.png;1225;414;1362;483;1;0.975
00098.png;1218;481;1501;570;1;0.962
00098.png;1358;425;1510;492;1;0.584
00099.png;1170;425;1411;561;1;0.945
00099.png;1279;393;1413;436;1;0.944
00099.png;1173;384;1279;425;1;0.619
00100.png;919;110;1029;156;1;1.000
00100.png;917;164;1215;349;1;0.963
00100.png;1024;109;1231;162;1;0.684
00101.png;635;93;873;345;1;0.970
00101.png;1023;320;1095;352;1;0.834
