00074.png;1208;376;1578;529;1;0.87
00083.png;1459;327;1746;482;1;0.61
00084.png;1410;109;1580;172;1;0.97
00084.png;1588;102;1848;168;1;0.93
00084.png;1408;175;1861;420;1;0.89
00084.png;925;438;1136;599;1;0.56
00085.png;1265;342;1640;514;1;0.83
00085.png;1363;284;1622;351;1;0.75
00086.png;1235;345;1617;525;1;0.86
00086.png;1250;272;1414;336;1;0.9
00086.png;1426;282;1616;347;1;0.83
00087.png;878;216;1119;372;1;0.9
00087.png;997;176;1120;224;1;0.83
00087.png;1323;378;1422;500;1;0.92
00088.png;660;149;906;369;1;0.95
00089.png;1360;366;1632;498;1;0.86
00090.png;1470;239;1814;513;1;0.89
00090.png;1481;184;1642;235;1;0.95
00090.png;1650;188;1811;239;1;0.88
00091.png;861;125;1105;344;1;0.85
00092.png;726;79;925;380;1;0.91
00093.png;813;177;1066;223;1;0.96
00093.png;786;236;1069;358;1;0.87
00094.png;1210;162;1386;314;1;0.85
00094.png;1208;113;1378;161;1;0.83
00094.png;827;221;1036;285;1;0.76
00095.png;1383;283;1586;351;1;0.84
00095.png;1378;366;1834;562;1;0.81
00095.png;1595;281;1817;352;1;0.73
00096.png;1417;238;1513;282;1;0.87
00096.png;1523;228;1646;274;1;0.83
00096.png;1417;279;1653;358;1;0.69
00097.png;781;113;1086;346;1;0.8
00098.png;1219;486;1500;563;1;0.83
00098.png;1227;418;1356;476;1;0.86
00098.png;1365;427;1501;486;1;0.79
00099.png;1168;422;1414;561;1;0.79
00099.png;1302;395;1413;433;1;0.85
00099.png;1177;385;1272;421;1;0.83
00100.png;918;109;1029;154;1;0.91
00100.png;1033;111;1218;157;1;0.9
00100.png;911;160;1219;350;1;0.9
00101.png;631;89;875;346;1;0.92
